model,location,mic_type,snr,rt60,segment_index,segment_start,segment_end,class_name,num_frames_in_segment,detected_frames_class,percentage_occurrence,mean_confidence,std_confidence
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,11,1320,1440,Door,18001,32,0.0018,0.1115,0.0000
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,12,1440,1560,Rail transport,18001,5440,0.3022,0.2002,0.0713
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,13,1560,1680,"Dishes, pots, and pans",18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,14,1680,1800,Wood,18001,752,0.0418,0.1940,0.0931
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,15,1800,1920,Television,18001,3264,0.1813,0.2600,0.1671
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,15,1800,1920,Speech,18001,10864,0.6035,0.4206,0.2265
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,16,1920,2040,Television,18001,448,0.0249,0.1873,0.0531
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,16,1920,2040,Rail transport,18001,3168,0.1760,0.2299,0.1001
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,17,2040,2160,Television,18001,928,0.0516,0.2242,0.1456
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,17,2040,2160,Vehicle,18001,12913,0.7173,0.3498,0.1702
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,18,2160,2280,Rail transport,18001,4608,0.2560,0.2742,0.1768
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,18,2160,2280,Vehicle,18001,17761,0.9867,0.4945,0.1207
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,19,2280,2400,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,19,2280,2400,Wood,18001,64,0.0036,0.1046,0.0093
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,20,2400,2520,Drawer open or close,18001,96,0.0053,0.1662,0.0442
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,20,2400,2520,Door,18001,32,0.0018,0.0965,0.0000
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,21,2520,2640,"Baby cry, infant cry",18001,1280,0.0711,0.2674,0.1499
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,21,2520,2640,Animal,18001,5776,0.3209,0.2695,0.1622
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,22,2640,2760,Water,18001,960,0.0533,0.1962,0.0846
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,22,2640,2760,Vehicle,18001,16625,0.9236,0.3814,0.1319
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,23,2760,2880,Television,18001,544,0.0302,0.1617,0.0616
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,23,2760,2880,Fire alarm,18001,320,0.0178,0.2766,0.2290
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,24,2880,3000,Fire alarm,18001,1088,0.0604,0.1968,0.1300
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,24,2880,3000,Water,18001,2016,0.1120,0.2079,0.1031
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,25,3000,3120,Speech,18001,7632,0.4240,0.3307,0.1947
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,25,3000,3120,Music,18001,17168,0.9537,0.6123,0.1779
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,26,3120,3240,Television,18001,2112,0.1173,0.2105,0.1237
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,26,3120,3240,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,27,3240,3360,Rail transport,18001,5632,0.3129,0.2712,0.1649
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,27,3240,3360,Fire alarm,18001,1120,0.0622,0.2118,0.1463
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,28,3360,3480,Television,18001,1664,0.0924,0.2087,0.1649
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,28,3360,3480,Door,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,29,3480,3600,Door,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio1,usbmic,35,0.78,29,3480,3600,Vehicle,18001,16849,0.9360,0.3845,0.1497
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,0,0,120,"Baby cry, infant cry",18000,4896,0.2720,0.4275,0.2982
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,1,120,240,Music,18001,17617,0.9787,0.7493,0.1512
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,2,240,360,Speech,18001,14736,0.8186,0.6116,0.2384
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,3,360,480,Water,18001,6656,0.3698,0.4420,0.2330
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,4,480,600,Fire alarm,18001,11184,0.6213,0.5129,0.3347
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,5,600,720,Television,18001,6832,0.3795,0.3884,0.2580
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,6,720,840,Animal,18001,3456,0.1920,0.2401,0.1468
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,7,840,960,Tick-tock,18001,2592,0.1440,0.3609,0.3390
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,8,960,1080,Drawer open or close,18001,1472,0.0818,0.3593,0.2355
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,9,1080,1200,Writing,18001,1216,0.0676,0.3531,0.2925
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,10,1200,1320,Vehicle,18001,17392,0.9662,0.5231,0.2005
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,11,1320,1440,Door,18001,1056,0.0587,0.2494,0.1606
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,12,1440,1560,Rail transport,18001,15265,0.8480,0.4637,0.1849
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,13,1560,1680,"Dishes, pots, and pans",18001,1600,0.0889,0.3179,0.2195
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,14,1680,1800,Wood,18001,6656,0.3698,0.3702,0.2750
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,15,1800,1920,Television,18001,6016,0.3342,0.3790,0.2273
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,15,1800,1920,Speech,18001,14288,0.7937,0.5649,0.2614
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,16,1920,2040,Television,18001,1376,0.0764,0.2917,0.1232
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,16,1920,2040,Rail transport,18001,8608,0.4782,0.3767,0.1735
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,17,2040,2160,Television,18001,2464,0.1369,0.3327,0.1713
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,17,2040,2160,Vehicle,18001,13057,0.7253,0.4509,0.1824
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,18,2160,2280,Rail transport,18001,14608,0.8115,0.4550,0.2092
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,18,2160,2280,Vehicle,18001,17296,0.9608,0.5991,0.1626
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,19,2280,2400,Drawer open or close,18001,320,0.0178,0.1930,0.0753
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,19,2280,2400,Wood,18001,3296,0.1831,0.3563,0.2556
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,20,2400,2520,Drawer open or close,18001,160,0.0089,0.5906,0.2886
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,20,2400,2520,Door,18001,608,0.0338,0.1970,0.0596
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,21,2520,2640,"Baby cry, infant cry",18001,2720,0.1511,0.5248,0.2658
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,21,2520,2640,Animal,18001,5120,0.2844,0.2825,0.1574
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,22,2640,2760,Water,18001,3521,0.1956,0.2876,0.1509
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,22,2640,2760,Vehicle,18001,15168,0.8426,0.5392,0.2163
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,23,2760,2880,Television,18001,1280,0.0711,0.2929,0.1821
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,23,2760,2880,Fire alarm,18001,2464,0.1369,0.3227,0.2230
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,24,2880,3000,Fire alarm,18001,3360,0.1867,0.2543,0.1977
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,24,2880,3000,Water,18001,3232,0.1795,0.4253,0.2153
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,25,3000,3120,Speech,18001,10336,0.5742,0.4872,0.2534
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,25,3000,3120,Music,18001,16496,0.9164,0.7486,0.1772
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,26,3120,3240,Television,18001,2400,0.1333,0.3399,0.2019
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,26,3120,3240,Drawer open or close,18001,160,0.0089,0.1701,0.0376
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,27,3240,3360,Rail transport,18001,7024,0.3902,0.4290,0.2348
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,27,3240,3360,Fire alarm,18001,2816,0.1564,0.2225,0.1169
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,28,3360,3480,Television,18001,3808,0.2115,0.3070,0.1909
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,28,3360,3480,Door,18001,352,0.0196,0.2696,0.1628
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,29,3480,3600,Door,18001,96,0.0053,0.2109,0.0518
Cnn14_DecisionLevelAtt,Studio2,AudioMoth,1,0.27,29,3480,3600,Vehicle,18001,16433,0.9129,0.5221,0.1928
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,0,0,120,"Baby cry, infant cry",18000,5120,0.2844,0.3089,0.2163
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,1,120,240,Music,18001,17809,0.9893,0.7210,0.2127
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,2,240,360,Speech,18001,14864,0.8257,0.5411,0.2405
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,3,360,480,Water,18001,3856,0.2142,0.2455,0.1489
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,4,480,600,Fire alarm,18001,7840,0.4355,0.3491,0.2940
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,5,600,720,Television,18001,6144,0.3413,0.3940,0.2442
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,6,720,840,Animal,18001,2496,0.1387,0.2145,0.1124
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,7,840,960,Tick-tock,18001,1120,0.0622,0.2153,0.1539
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,8,960,1080,Drawer open or close,18001,992,0.0551,0.2696,0.1991
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,9,1080,1200,Writing,18001,1024,0.0569,0.2067,0.2113
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,10,1200,1320,Vehicle,18001,16912,0.9395,0.4324,0.1431
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,11,1320,1440,Door,18001,448,0.0249,0.1917,0.1485
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,12,1440,1560,Rail transport,18001,13489,0.7493,0.3543,0.1458
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,13,1560,1680,"Dishes, pots, and pans",18001,544,0.0302,0.1549,0.0864
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,14,1680,1800,Wood,18001,3104,0.1724,0.2485,0.1491
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,15,1800,1920,Television,18001,5248,0.2915,0.3737,0.2330
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,15,1800,1920,Speech,18001,13616,0.7564,0.5690,0.2571
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,16,1920,2040,Television,18001,864,0.0480,0.2774,0.1728
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,16,1920,2040,Rail transport,18001,6384,0.3546,0.3213,0.1484
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,17,2040,2160,Television,18001,1568,0.0871,0.3029,0.1936
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,17,2040,2160,Vehicle,18001,12833,0.7129,0.3886,0.1769
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,18,2160,2280,Rail transport,18001,12737,0.7076,0.3664,0.1750
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,18,2160,2280,Vehicle,18001,17408,0.9671,0.4929,0.1440
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,19,2280,2400,Drawer open or close,18001,352,0.0196,0.2199,0.1114
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,19,2280,2400,Wood,18001,864,0.0480,0.1864,0.0665
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,20,2400,2520,Drawer open or close,18001,96,0.0053,0.2403,0.1056
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,20,2400,2520,Door,18001,192,0.0107,0.2161,0.0810
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,21,2520,2640,"Baby cry, infant cry",18001,2048,0.1138,0.4314,0.2517
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,21,2520,2640,Animal,18001,5504,0.3058,0.2753,0.1477
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,22,2640,2760,Water,18001,1601,0.0889,0.2537,0.1247
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,22,2640,2760,Vehicle,18001,15920,0.8844,0.4505,0.1424
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,23,2760,2880,Television,18001,1808,0.1004,0.2679,0.1484
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,23,2760,2880,Fire alarm,18001,768,0.0427,0.2933,0.2493
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,24,2880,3000,Fire alarm,18001,736,0.0409,0.2937,0.1964
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,24,2880,3000,Water,18001,2352,0.1307,0.2278,0.1394
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,25,3000,3120,Speech,18001,10192,0.5662,0.4757,0.2494
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,25,3000,3120,Music,18001,17616,0.9786,0.7212,0.1755
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,26,3120,3240,Television,18001,3232,0.1795,0.3436,0.1842
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,26,3120,3240,Drawer open or close,18001,32,0.0018,0.1182,0.0000
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,27,3240,3360,Rail transport,18001,8448,0.4693,0.3786,0.1846
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,27,3240,3360,Fire alarm,18001,672,0.0373,0.0954,0.0663
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,28,3360,3480,Television,18001,2880,0.1600,0.2833,0.1816
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,28,3360,3480,Door,18001,160,0.0089,0.1554,0.0272
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,29,3480,3600,Door,18001,96,0.0053,0.1247,0.0160
Cnn14_DecisionLevelAtt,Studio2,piss,34.7,0.27,29,3480,3600,Vehicle,18001,16481,0.9156,0.4590,0.1468
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,0,0,120,"Baby cry, infant cry",18000,4352,0.2418,0.4489,0.2812
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,1,120,240,Music,18001,18001,1.0000,0.7899,0.1513
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,2,240,360,Speech,18001,14416,0.8008,0.6176,0.2290
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,3,360,480,Water,18001,4928,0.2738,0.3592,0.1743
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,4,480,600,Fire alarm,18001,10848,0.6026,0.5374,0.3187
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,5,600,720,Television,18001,5792,0.3218,0.3723,0.2245
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,6,720,840,Animal,18001,2688,0.1493,0.2768,0.1750
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,7,840,960,Tick-tock,18001,3585,0.1992,0.3429,0.2818
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,8,960,1080,Drawer open or close,18001,1248,0.0693,0.2891,0.1812
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,9,1080,1200,Writing,18001,1088,0.0604,0.2414,0.2073
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,10,1200,1320,Vehicle,18001,17169,0.9538,0.5290,0.1998
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,11,1320,1440,Door,18001,1120,0.0622,0.2056,0.1201
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,12,1440,1560,Rail transport,18001,13792,0.7662,0.5064,0.2075
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,13,1560,1680,"Dishes, pots, and pans",18001,1120,0.0622,0.3233,0.2296
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,14,1680,1800,Wood,18001,6272,0.3484,0.3751,0.2563
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,15,1800,1920,Television,18001,3584,0.1991,0.3924,0.2412
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,15,1800,1920,Speech,18001,13904,0.7724,0.5855,0.2533
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,16,1920,2040,Television,18001,64,0.0036,0.1563,0.0529
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,16,1920,2040,Rail transport,18001,7888,0.4382,0.4401,0.1960
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,17,2040,2160,Television,18001,896,0.0498,0.2567,0.1175
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,17,2040,2160,Vehicle,18001,11681,0.6489,0.4411,0.1896
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,18,2160,2280,Rail transport,18001,13872,0.7706,0.4802,0.2107
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,18,2160,2280,Vehicle,18001,17968,0.9982,0.5583,0.1541
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,19,2280,2400,Drawer open or close,18001,256,0.0142,0.1737,0.0518
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,19,2280,2400,Wood,18001,2048,0.1138,0.4443,0.2994
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,20,2400,2520,Drawer open or close,18001,32,0.0018,0.2288,0.0000
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,20,2400,2520,Door,18001,512,0.0284,0.1785,0.0708
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,21,2520,2640,"Baby cry, infant cry",18001,1984,0.1102,0.4973,0.2869
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,21,2520,2640,Animal,18001,3744,0.2080,0.3070,0.1721
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,22,2640,2760,Water,18001,1697,0.0943,0.2821,0.1438
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,22,2640,2760,Vehicle,18001,16400,0.9111,0.5643,0.1887
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,23,2760,2880,Television,18001,1008,0.0560,0.2858,0.2266
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,23,2760,2880,Fire alarm,18001,1920,0.1067,0.3222,0.2482
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,24,2880,3000,Fire alarm,18001,2336,0.1298,0.2201,0.1606
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,24,2880,3000,Water,18001,2016,0.1120,0.3543,0.1810
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,25,3000,3120,Speech,18001,9600,0.5333,0.5029,0.2496
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,25,3000,3120,Music,18001,17520,0.9733,0.7907,0.1304
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,26,3120,3240,Television,18001,2464,0.1369,0.2690,0.1568
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,26,3120,3240,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,27,3240,3360,Rail transport,18001,7712,0.4284,0.4597,0.2381
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,27,3240,3360,Fire alarm,18001,1696,0.0942,0.2574,0.1686
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,28,3360,3480,Television,18001,2320,0.1289,0.2809,0.1788
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,28,3360,3480,Door,18001,288,0.0160,0.2873,0.1946
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,29,3480,3600,Door,18001,64,0.0036,0.1609,0.0088
Cnn14_DecisionLevelAtt,Studio2,refmic,10.4,0.27,29,3480,3600,Vehicle,18001,15457,0.8587,0.5120,0.1952
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,0,0,120,"Baby cry, infant cry",18000,3136,0.1742,0.2449,0.1877
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,1,120,240,Music,18001,18001,1.0000,0.6941,0.1585
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,2,240,360,Speech,18001,12560,0.6977,0.4209,0.1948
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,3,360,480,Water,18001,2688,0.1493,0.2014,0.1011
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,4,480,600,Fire alarm,18001,6176,0.3431,0.2812,0.2685
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,5,600,720,Television,18001,4816,0.2675,0.2682,0.1746
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,6,720,840,Animal,18001,1856,0.1031,0.2148,0.1174
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,7,840,960,Tick-tock,18001,480,0.0267,0.2752,0.1809
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,8,960,1080,Drawer open or close,18001,160,0.0089,0.1528,0.0730
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,9,1080,1200,Writing,18001,64,0.0036,0.0986,0.0134
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,10,1200,1320,Vehicle,18001,15312,0.8506,0.3519,0.1644
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,11,1320,1440,Door,18001,384,0.0213,0.1960,0.0861
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,12,1440,1560,Rail transport,18001,1280,0.0711,0.2380,0.0618
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,13,1560,1680,"Dishes, pots, and pans",18001,192,0.0107,0.1446,0.0571
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,14,1680,1800,Wood,18001,736,0.0409,0.1564,0.0763
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,15,1800,1920,Television,18001,4096,0.2275,0.2527,0.1738
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,15,1800,1920,Speech,18001,9872,0.5484,0.3956,0.2155
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,16,1920,2040,Television,18001,288,0.0160,0.1906,0.0705
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,16,1920,2040,Rail transport,18001,736,0.0409,0.1946,0.0985
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,17,2040,2160,Television,18001,800,0.0444,0.2057,0.1030
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,17,2040,2160,Vehicle,18001,8432,0.4684,0.3536,0.1630
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,18,2160,2280,Rail transport,18001,2272,0.1262,0.2698,0.1601
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,18,2160,2280,Vehicle,18001,15809,0.8782,0.4374,0.1462
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,19,2280,2400,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,19,2280,2400,Wood,18001,64,0.0036,0.0966,0.0040
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,20,2400,2520,Drawer open or close,18001,64,0.0036,0.1894,0.0802
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,20,2400,2520,Door,18001,64,0.0036,0.1565,0.0510
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,21,2520,2640,"Baby cry, infant cry",18001,1440,0.0800,0.3556,0.2188
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,21,2520,2640,Animal,18001,4976,0.2764,0.2942,0.2013
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,22,2640,2760,Water,18001,609,0.0338,0.1334,0.0524
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,22,2640,2760,Vehicle,18001,13073,0.7262,0.3594,0.1604
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,23,2760,2880,Television,18001,512,0.0284,0.2472,0.0955
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,23,2760,2880,Fire alarm,18001,288,0.0160,0.2607,0.0960
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,24,2880,3000,Fire alarm,18001,1504,0.0836,0.1565,0.1031
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,24,2880,3000,Water,18001,1152,0.0640,0.2060,0.0884
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,25,3000,3120,Speech,18001,7056,0.3920,0.3368,0.1910
