model,location,mic_type,snr,rt60,segment_index,segment_start,segment_end,class_name,num_frames_in_segment,detected_frames_class,percentage_occurrence,mean_confidence,std_confidence
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,25,3000,3120,Music,18001,17745,0.9858,0.7034,0.1686
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,26,3120,3240,Television,18001,2720,0.1511,0.2151,0.1201
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,26,3120,3240,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,27,3240,3360,Rail transport,18001,3361,0.1867,0.2847,0.1664
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,27,3240,3360,Fire alarm,18001,704,0.0391,0.1919,0.1203
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,28,3360,3480,Television,18001,2208,0.1227,0.2417,0.1438
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,28,3360,3480,Door,18001,32,0.0018,0.0926,0.0000
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,29,3480,3600,Door,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,Studio2,usbmic,36.5,0.27,29,3480,3600,Vehicle,18001,13121,0.7289,0.3676,0.1663
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,0,0,120,"Baby cry, infant cry",18000,4768,0.2649,0.4143,0.2731
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,1,120,240,Music,18001,17585,0.9769,0.7630,0.1585
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,2,240,360,Speech,18001,14705,0.8169,0.6060,0.2152
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,3,360,480,Water,18001,4992,0.2773,0.3760,0.1897
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,4,480,600,Fire alarm,18001,10928,0.6071,0.5115,0.3294
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,5,600,720,Television,18001,8368,0.4649,0.4425,0.2584
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,6,720,840,Animal,18001,2144,0.1191,0.2307,0.1312
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,7,840,960,Tick-tock,18001,2144,0.1191,0.3959,0.3503
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,8,960,1080,Drawer open or close,18001,704,0.0391,0.2706,0.1865
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,9,1080,1200,Writing,18001,736,0.0409,0.2472,0.2246
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,10,1200,1320,Vehicle,18001,16848,0.9359,0.5232,0.2093
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,11,1320,1440,Door,18001,1152,0.0640,0.2151,0.1318
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,12,1440,1560,Rail transport,18001,13760,0.7644,0.4708,0.1656
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,13,1560,1680,"Dishes, pots, and pans",18001,1728,0.0960,0.2948,0.2298
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,14,1680,1800,Wood,18001,5856,0.3253,0.3333,0.2528
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,15,1800,1920,Television,18001,7360,0.4089,0.4079,0.2405
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,15,1800,1920,Speech,18001,13936,0.7742,0.5758,0.2594
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,16,1920,2040,Television,18001,2432,0.1351,0.2739,0.1186
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,16,1920,2040,Rail transport,18001,8080,0.4489,0.3888,0.1891
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,17,2040,2160,Television,18001,4880,0.2711,0.3250,0.1680
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,17,2040,2160,Vehicle,18001,11697,0.6498,0.4233,0.1990
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,18,2160,2280,Rail transport,18001,13328,0.7404,0.4732,0.2090
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,18,2160,2280,Vehicle,18001,16945,0.9413,0.5932,0.1678
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,19,2280,2400,Drawer open or close,18001,96,0.0053,0.1461,0.0356
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,19,2280,2400,Wood,18001,2912,0.1618,0.4628,0.2951
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,20,2400,2520,Drawer open or close,18001,128,0.0071,0.1325,0.0601
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,20,2400,2520,Door,18001,352,0.0196,0.1683,0.0404
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,21,2520,2640,"Baby cry, infant cry",18001,2048,0.1138,0.5174,0.2717
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,21,2520,2640,Animal,18001,4512,0.2507,0.2774,0.1691
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,22,2640,2760,Water,18001,2401,0.1334,0.2255,0.1286
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,22,2640,2760,Vehicle,18001,16128,0.8960,0.5408,0.2084
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,23,2760,2880,Television,18001,2384,0.1324,0.2744,0.1650
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,23,2760,2880,Fire alarm,18001,2081,0.1156,0.2754,0.2332
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,24,2880,3000,Fire alarm,18001,2752,0.1529,0.2856,0.2044
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,24,2880,3000,Water,18001,3040,0.1689,0.3290,0.2116
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,25,3000,3120,Speech,18001,9744,0.5413,0.4888,0.2304
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,25,3000,3120,Music,18001,16784,0.9324,0.7648,0.1692
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,26,3120,3240,Television,18001,3712,0.2062,0.3593,0.1887
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,26,3120,3240,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,27,3240,3360,Rail transport,18001,7616,0.4231,0.4904,0.2505
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,27,3240,3360,Fire alarm,18001,1120,0.0622,0.3332,0.1980
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,28,3360,3480,Television,18001,5248,0.2915,0.3798,0.2283
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,28,3360,3480,Door,18001,320,0.0178,0.2280,0.1161
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,29,3480,3600,Door,18001,32,0.0018,0.2151,0.0000
Cnn14_DecisionLevelAtt,TB7,AudioMoth,-1.6,0.24,29,3480,3600,Vehicle,18001,15953,0.8862,0.5091,0.2120
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,0,0,120,"Baby cry, infant cry",18000,3648,0.2027,0.3790,0.2673
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,1,120,240,Music,18001,18001,1.0000,0.7862,0.1546
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,2,240,360,Speech,18001,14096,0.7831,0.5669,0.2353
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,3,360,480,Water,18001,3264,0.1813,0.2706,0.1387
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,4,480,600,Fire alarm,18001,8384,0.4658,0.3700,0.2977
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,5,600,720,Television,18001,8944,0.4969,0.4585,0.2682
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,6,720,840,Animal,18001,1888,0.1049,0.2319,0.1402
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,7,840,960,Tick-tock,18001,1184,0.0658,0.3193,0.2637
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,8,960,1080,Drawer open or close,18001,864,0.0480,0.2713,0.1609
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,9,1080,1200,Writing,18001,640,0.0356,0.2701,0.2097
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,10,1200,1320,Vehicle,18001,16240,0.9022,0.4425,0.1868
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,11,1320,1440,Door,18001,1216,0.0676,0.1473,0.0626
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,12,1440,1560,Rail transport,18001,7393,0.4107,0.2911,0.1008
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,13,1560,1680,"Dishes, pots, and pans",18001,448,0.0249,0.1694,0.0805
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,14,1680,1800,Wood,18001,4288,0.2382,0.3235,0.1913
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,15,1800,1920,Television,18001,9136,0.5075,0.4317,0.2503
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,15,1800,1920,Speech,18001,13616,0.7564,0.5469,0.2754
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,16,1920,2040,Television,18001,3185,0.1769,0.2583,0.1653
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,16,1920,2040,Rail transport,18001,3248,0.1804,0.2942,0.1333
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,17,2040,2160,Television,18001,3601,0.2000,0.3205,0.1830
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,17,2040,2160,Vehicle,18001,11089,0.6160,0.3945,0.1829
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,18,2160,2280,Rail transport,18001,9857,0.5476,0.3144,0.1776
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,18,2160,2280,Vehicle,18001,15969,0.8871,0.4384,0.1569
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,19,2280,2400,Drawer open or close,18001,32,0.0018,0.1627,0.0000
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,19,2280,2400,Wood,18001,1152,0.0640,0.3318,0.2791
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,20,2400,2520,Drawer open or close,18001,64,0.0036,0.1866,0.0194
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,20,2400,2520,Door,18001,512,0.0284,0.1820,0.0661
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,21,2520,2640,"Baby cry, infant cry",18001,1760,0.0978,0.4427,0.2618
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,21,2520,2640,Animal,18001,4800,0.2667,0.2988,0.1887
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,22,2640,2760,Water,18001,1537,0.0854,0.2353,0.1019
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,22,2640,2760,Vehicle,18001,15568,0.8648,0.4257,0.1502
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,23,2760,2880,Television,18001,2672,0.1484,0.2898,0.2027
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,23,2760,2880,Fire alarm,18001,992,0.0551,0.2539,0.1807
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,24,2880,3000,Fire alarm,18001,1376,0.0764,0.2977,0.2821
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,24,2880,3000,Water,18001,1792,0.0996,0.2507,0.1149
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,25,3000,3120,Speech,18001,9888,0.5493,0.4646,0.2425
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,25,3000,3120,Music,18001,17680,0.9822,0.7962,0.1431
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,26,3120,3240,Television,18001,6368,0.3538,0.3765,0.2301
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,26,3120,3240,Drawer open or close,18001,32,0.0018,0.1590,0.0000
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,27,3240,3360,Rail transport,18001,9249,0.5138,0.3566,0.2035
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,27,3240,3360,Fire alarm,18001,768,0.0427,0.2435,0.1864
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,28,3360,3480,Television,18001,5920,0.3289,0.3824,0.2509
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,28,3360,3480,Door,18001,160,0.0089,0.2134,0.1153
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,29,3480,3600,Door,18001,160,0.0089,0.1911,0.0724
Cnn14_DecisionLevelAtt,TB7,piss,33.2,0.24,29,3480,3600,Vehicle,18001,14785,0.8213,0.4111,0.1762
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,0,0,120,"Baby cry, infant cry",18000,5184,0.2880,0.4116,0.2684
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,1,120,240,Music,18001,17905,0.9947,0.8021,0.1341
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,2,240,360,Speech,18001,14960,0.8311,0.6422,0.2217
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,3,360,480,Water,18001,4576,0.2542,0.3609,0.1788
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,4,480,600,Fire alarm,18001,11056,0.6142,0.5194,0.3229
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,5,600,720,Television,18001,6512,0.3618,0.4330,0.2628
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,6,720,840,Animal,18001,2368,0.1315,0.3330,0.1785
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,7,840,960,Tick-tock,18001,3008,0.1671,0.3848,0.2529
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,8,960,1080,Drawer open or close,18001,1152,0.0640,0.2831,0.2209
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,9,1080,1200,Writing,18001,736,0.0409,0.2129,0.2458
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,10,1200,1320,Vehicle,18001,16561,0.9200,0.5625,0.2066
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,11,1320,1440,Door,18001,2336,0.1298,0.2357,0.1516
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,12,1440,1560,Rail transport,18001,16497,0.9164,0.5184,0.1788
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,13,1560,1680,"Dishes, pots, and pans",18001,1152,0.0640,0.3269,0.2448
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,14,1680,1800,Wood,18001,7008,0.3893,0.3557,0.2502
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,15,1800,1920,Television,18001,4608,0.2560,0.4362,0.2591
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,15,1800,1920,Speech,18001,13584,0.7546,0.5940,0.2605
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,16,1920,2040,Television,18001,480,0.0267,0.2406,0.0732
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,16,1920,2040,Rail transport,18001,10848,0.6026,0.4239,0.2025
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,17,2040,2160,Television,18001,2272,0.1262,0.2858,0.1665
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,17,2040,2160,Vehicle,18001,11217,0.6231,0.4247,0.1930
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,18,2160,2280,Rail transport,18001,16353,0.9084,0.5054,0.1878
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,18,2160,2280,Vehicle,18001,17473,0.9707,0.5321,0.1485
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,19,2280,2400,Drawer open or close,18001,576,0.0320,0.2368,0.0703
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,19,2280,2400,Wood,18001,2784,0.1547,0.4318,0.2806
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,20,2400,2520,Drawer open or close,18001,96,0.0053,0.2981,0.1213
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,20,2400,2520,Door,18001,1152,0.0640,0.2068,0.1473
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,21,2520,2640,"Baby cry, infant cry",18001,2208,0.1227,0.4968,0.2652
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,21,2520,2640,Animal,18001,4544,0.2524,0.3005,0.1992
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,22,2640,2760,Water,18001,1473,0.0818,0.2287,0.0936
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,22,2640,2760,Vehicle,18001,16000,0.8888,0.5481,0.1978
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,23,2760,2880,Television,18001,1200,0.0667,0.1966,0.1271
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,23,2760,2880,Fire alarm,18001,1888,0.1049,0.3159,0.2406
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,24,2880,3000,Fire alarm,18001,2880,0.1600,0.2190,0.1616
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,24,2880,3000,Water,18001,2368,0.1315,0.3680,0.1623
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,25,3000,3120,Speech,18001,10960,0.6089,0.4891,0.2404
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,25,3000,3120,Music,18001,17520,0.9733,0.7788,0.1685
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,26,3120,3240,Television,18001,3296,0.1831,0.3400,0.2072
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,26,3120,3240,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,27,3240,3360,Rail transport,18001,9393,0.5218,0.4762,0.2734
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,27,3240,3360,Fire alarm,18001,1776,0.0987,0.2415,0.1162
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,28,3360,3480,Television,18001,3120,0.1733,0.3701,0.2547
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,28,3360,3480,Door,18001,608,0.0338,0.2118,0.1514
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,29,3480,3600,Door,18001,480,0.0267,0.1708,0.0523
Cnn14_DecisionLevelAtt,TB7,refmic,9,0.24,29,3480,3600,Vehicle,18001,15217,0.8453,0.5196,0.2054
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,0,0,120,"Baby cry, infant cry",18000,2816,0.1564,0.2868,0.2284
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,1,120,240,Music,18001,17969,0.9982,0.7262,0.1385
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,2,240,360,Speech,18001,13424,0.7457,0.4381,0.1992
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,3,360,480,Water,18001,2448,0.1360,0.1991,0.1153
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,4,480,600,Fire alarm,18001,6304,0.3502,0.3488,0.2922
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,5,600,720,Television,18001,5712,0.3173,0.3473,0.2252
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,6,720,840,Animal,18001,928,0.0516,0.2320,0.1971
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,7,840,960,Tick-tock,18001,512,0.0284,0.2716,0.1390
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,8,960,1080,Drawer open or close,18001,128,0.0071,0.1014,0.0149
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,9,1080,1200,Writing,18001,64,0.0036,0.1537,0.0025
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,10,1200,1320,Vehicle,18001,14240,0.7911,0.3213,0.1640
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,11,1320,1440,Door,18001,384,0.0213,0.1266,0.0292
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,12,1440,1560,Rail transport,18001,512,0.0284,0.2676,0.0871
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,13,1560,1680,"Dishes, pots, and pans",18001,128,0.0071,0.1581,0.0700
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,14,1680,1800,Wood,18001,640,0.0356,0.1271,0.0618
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,15,1800,1920,Television,18001,4417,0.2454,0.3022,0.1922
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,15,1800,1920,Speech,18001,10033,0.5574,0.4112,0.2237
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,16,1920,2040,Television,18001,480,0.0267,0.1543,0.0499
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,16,1920,2040,Rail transport,18001,96,0.0053,0.1558,0.0296
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,17,2040,2160,Television,18001,1312,0.0729,0.2534,0.1670
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,17,2040,2160,Vehicle,18001,5473,0.3040,0.2813,0.1432
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,18,2160,2280,Rail transport,18001,1472,0.0818,0.2302,0.1149
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,18,2160,2280,Vehicle,18001,11280,0.6266,0.3093,0.1242
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,19,2280,2400,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,19,2280,2400,Wood,18001,96,0.0053,0.2371,0.0692
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,20,2400,2520,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,20,2400,2520,Door,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,21,2520,2640,"Baby cry, infant cry",18001,1344,0.0747,0.2942,0.1817
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,21,2520,2640,Animal,18001,4448,0.2471,0.2766,0.1621
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,22,2640,2760,Water,18001,641,0.0356,0.1797,0.1001
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,22,2640,2760,Vehicle,18001,10272,0.5706,0.2997,0.1359
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,23,2760,2880,Television,18001,1200,0.0667,0.2574,0.1541
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,23,2760,2880,Fire alarm,18001,576,0.0320,0.2728,0.1920
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,24,2880,3000,Fire alarm,18001,1632,0.0907,0.1962,0.1271
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,24,2880,3000,Water,18001,640,0.0356,0.1488,0.0624
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,25,3000,3120,Speech,18001,6416,0.3564,0.3766,0.1961
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,25,3000,3120,Music,18001,17745,0.9858,0.7122,0.1708
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,26,3120,3240,Television,18001,2240,0.1244,0.2932,0.1682
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,26,3120,3240,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,27,3240,3360,Rail transport,18001,1856,0.1031,0.2727,0.1454
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,27,3240,3360,Fire alarm,18001,832,0.0462,0.2842,0.2856
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,28,3360,3480,Television,18001,2976,0.1653,0.3251,0.1902
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,28,3360,3480,Door,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,29,3480,3600,Door,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelAtt,TB7,usbmic,34.5,0.24,29,3480,3600,Vehicle,18001,11056,0.6142,0.2999,0.1399
Cnn14_DecisionLevelMax,Baseline,Baseline,,,0,0,120,"Baby cry, infant cry",18000,5280,0.2933,0.0500,0.0483
Cnn14_DecisionLevelMax,Baseline,Baseline,,,1,120,240,Music,18001,17905,0.9947,0.4787,0.1747
Cnn14_DecisionLevelMax,Baseline,Baseline,,,2,240,360,Speech,18001,17457,0.9698,0.3057,0.2143
Cnn14_DecisionLevelMax,Baseline,Baseline,,,3,360,480,Water,18001,6512,0.3618,0.0862,0.0609
Cnn14_DecisionLevelMax,Baseline,Baseline,,,4,480,600,Fire alarm,18001,9104,0.5057,0.1329,0.1534
Cnn14_DecisionLevelMax,Baseline,Baseline,,,5,600,720,Television,18001,3488,0.1938,0.0153,0.0318
Cnn14_DecisionLevelMax,Baseline,Baseline,,,6,720,840,Animal,18001,6816,0.3786,0.0752,0.1338
Cnn14_DecisionLevelMax,Baseline,Baseline,,,7,840,960,Tick-tock,18001,3616,0.2009,0.0908,0.1487
Cnn14_DecisionLevelMax,Baseline,Baseline,,,8,960,1080,Drawer open or close,18001,2496,0.1387,0.0359,0.0441
Cnn14_DecisionLevelMax,Baseline,Baseline,,,9,1080,1200,Writing,18001,1120,0.0622,0.0237,0.0259
Cnn14_DecisionLevelMax,Baseline,Baseline,,,10,1200,1320,Vehicle,18001,16944,0.9413,0.1757,0.1279
Cnn14_DecisionLevelMax,Baseline,Baseline,,,11,1320,1440,Door,18001,2208,0.1227,0.0321,0.0324
Cnn14_DecisionLevelMax,Baseline,Baseline,,,12,1440,1560,Rail transport,18001,6592,0.3662,0.0857,0.0726
Cnn14_DecisionLevelMax,Baseline,Baseline,,,13,1560,1680,"Dishes, pots, and pans",18001,2016,0.1120,0.0627,0.1276
Cnn14_DecisionLevelMax,Baseline,Baseline,,,14,1680,1800,Wood,18001,3744,0.2080,0.0299,0.0250
Cnn14_DecisionLevelMax,Baseline,Baseline,,,15,1800,1920,Television,18001,2464,0.1369,0.0228,0.0311
Cnn14_DecisionLevelMax,Baseline,Baseline,,,15,1800,1920,Speech,18001,16944,0.9413,0.2393,0.1858
Cnn14_DecisionLevelMax,Baseline,Baseline,,,16,1920,2040,Television,18001,64,0.0036,0.0068,0.0028
Cnn14_DecisionLevelMax,Baseline,Baseline,,,16,1920,2040,Rail transport,18001,2144,0.1191,0.0690,0.0885
